index,exprimental,predicted
Q76K51,70.0,68.0097833333
Q93I77,70.0,66.106
Q9YEJ7,95.0,85.8252
P0AB91,25.0,27.538
Q9K169,30.0,31.184
Q5R082,40.0,39.2385
A0A090IMH4,30.0,31.263
P54419,45.0,41.8565
Q9K5E4,35.0,35.26
Q8TZW1,90.0,83.7983333333
Q3HW35,35.0,35.37475
A8CBH8,65.0,53.94115
W8JNL4,37.0,37.2175
Q79FV4,22.0,28.4794285714
Q9UUB1,37.0,37.57
A2R1N3,37.0,36.9103333333
Q8PYS1,40.0,37.53275
Q5AJZ3,30.0,32.64375
Q9YC66,60.0,60.562
Q9HH76,60.0,58.8652
Q9Y7P0,37.0,38.0056666667
Q5I7E1,37.0,35.809
O58212,37.0,52.69775
Q0CZR3,30.0,31.3210833333
A1CRX0,37.0,36.9395
Q9YC66,60.0,60.562
S6AGL5,37.0,36.1828333333
S6B6P7,37.0,36.226
A4WRA3,25.0,28.544
Q9Z5D6,30.0,30.907
Q939C9,45.0,41.0563333333
O96142,37.0,36.47375
Q8G8Y2,37.0,35.6668333333
Q2MF17,37.0,36.516
Q53U20,33.0,34.0235
Q643C8,25.0,27.5757142857
Q58097,70.0,68.6307
Q8EEB1,37.0,35.269
Q6LFH8,37.0,36.9956666667
Q8G545,55.0,47.932
Q8NRE6,37.0,35.349
Q9ZGH0,37.0,36.599
Q0P9D3,37.0,36.48965
Q5XPV2,25.0,27.617
Q0E9S8,37.0,36.2625666667
Q7BPX6,38.0,38.5036666667
F2L0W0,95.0,87.36675
H8WR05,55.0,47.493
P27833,37.0,35.838
O52250,25.0,29.308
Q9APM5,35.0,35.9422857143
Q6JE91,37.0,34.857
P42588,60.0,49.7569
A0A060IGN1,25.0,27.259
Q7DC81,28.0,28.877
G3XCK6,28.0,28.877
P77690,30.0,32.4693333333
Q9X0D0,60.0,62.6096880952
E1V913,50.0,45.0391666667
D2D3B2,25.0,28.351
Q9ZGH0,37.0,36.599
P33284,25.0,28.6671666667
A0SZU9,30.0,31.553
Q96VP5,37.0,36.137
Q7ZAH1,50.0,58.9462539683
Q5SLJ4,50.0,56.6525
Q969A8,37.0,36.2216
Q52MQ5,30.0,32.095
Q6PY95,30.0,30.7798333333
P09979,38.0,38.483
Q8NMT0,37.0,36.301
Q58999,50.0,55.6031
O59355,50.0,55.1645
E8MF12,40.0,39.6712
Q58933,37.0,45.963
O58231,45.0,55.3310666667
Q7LXP1,80.0,75.5176666667
Q9HKZ0,63.0,62.467
Q703V9,90.0,81.4048952381
Q4QNS8,37.0,39.10325
Q2FUB2,40.0,37.5683333333
Q12382,30.0,32.803
O07177,37.0,37.261
A1TH50,45.0,41.514
O54204,45.0,42.143
Q54944,25.0,29.4465
Q9HK44,60.0,57.0886666667
P54495,32.0,34.9505
P0A4E1,33.0,34.034
A5U4N0,37.0,35.54
Q5JDG9,85.0,79.6915
Q5JEK6,90.0,83.5370833333
P0A6I3,37.0,35.3716666667
p37564,25.0,28.9812
Q6L2I5,55.0,57.5944166667
Q5JHF1,75.0,74.7785
Q4Q6K7,30.0,32.7226666667
O05510,25.0,28.989
C4M2I2,37.0,35.8375833333
G4T023,60.0,51.2113333333
P0AD62,37.0,36.3242
P51182,50.0,43.8448333333
Q6GG09,37.0,38.447
A1RX09,45.0,53.4801666667
Q96XN9,80.0,76.5076833333
Q08224,35.0,33.5124861111
Q76LT2,30.0,31.526
Q9ADE8,28.0,30.472
P0AEW6,36.0,36.309
Q57936,55.0,59.5595
Q27651,25.0,28.398
Q9FAF8,37.0,36.15
Q9HJT3,22.0,36.6695833333
Q65EY9,25.0,25.9973333333
Q65EY9,25.0,25.9973333333
P58764,22.0,26.2550285714
M1R344,30.0,31.428
Q8NU97,37.0,38.599
Q8NU98,37.0,36.895
P9WI71,37.0,38.0564
P9WI83,25.0,29.1443333333
O83032,30.0,33.694
C3W7W0,30.0,33.1435
F2XG10,30.0,31.528
Q8WSQ3,22.0,25.671
P23293,30.0,35.8
P42527,24.0,27.3188333333
P90648,25.0,29.746
Q9GRT1,40.0,37.1508333333
P16497,25.0,28.638
Q9ABE3,22.0,26.235
Q9S434,22.0,26.373
G3XD98,22.0,26.3255
Q9HX42,22.0,26.552
Q8DT64,37.0,36.7893333333
Q9F1X7,53.0,46.922
A2RNG4,30.0,31.725
A2RNG5,30.0,32.6125
P0CW04,35.0,35.4201666667
G4T0C7,70.0,56.2106666667
Q9WYB1,37.0,50.1618439394
C4M1C3,37.0,35.538
A0A0H3BY05,37.0,36.602
P46273,25.0,29.234
Q01655,58.0,48.473
P20971,80.0,75.6235
Q95PK8,22.0,29.772
Q95PK9,22.0,26.715
Q0ASS9,30.0,31.191
Q01217,37.0,35.5265
A0A0H2X8L7,30.0,29.98
A0A0F6WMX1,25.0,28.135
U3T1K4,25.0,28.0355
U3T2Y2,25.0,27.515
G5ADV1,30.0,31.138
Q54BM7,37.0,35.147
B1HP60,37.0,35.6442
B4EY92,37.0,36.051
Q5LSN8,30.0,32.086
Q5LU04,30.0,33.0566666667
Q5LX16,30.0,34.178
Q8DMA8,60.0,57.9651666667
Q72JY1,70.0,67.1563333333
A3MTW6,120.0,99.6814666667
C4M387,37.0,36.7603333333
Q60352,37.0,47.2565
O26153,37.0,48.4653333333
Q9HLX1,37.0,45.325
P43408,70.0,69.9419333333
Q04ML5,37.0,37.296
Q8GGL2,80.0,73.856
Q9UUY8,30.0,31.6485
Q08224,35.0,33.5124861111
Q83XD3,44.0,39.8905
A0A0S7ASE9,65.0,62.46
Q58761,85.0,75.9035
A3MV85,55.0,59.0743011905
Q97Z86,60.0,61.357
P26281,23.0,27.146
Q5NGA7,30.0,31.7953333333
P53848,37.0,35.6449166667
O26253,65.0,64.7602833333
P25576,30.0,31.5682
Q4DPR9,37.0,36.5143333333
P07874,37.0,36.2136666667
O58649,95.0,94.702
Q8IDM2,37.0,38.0518333333
P9WJJ5,37.0,35.724
Q8IE38,37.0,36.571
P9WMN3,40.0,40.498
P39669,37.0,37.1376666667
B9WCR8,22.0,28.168
P0A6I6,22.0,26.573
P44805,22.0,27.5533333333
Q9I6D1,25.0,27.6405
Q8DVH2,22.0,27.933
Q8DNE6,22.0,27.6415
O54003,75.0,69.68575
Q57430,37.0,39.2369166667
O58649,95.0,94.702
O58649,95.0,94.702
Q836D9,37.0,37.608
O66036,30.0,32.0753333333
B6JVL2,36.0,35.899
Q9P381,36.0,36.0082142857
A7Y9V0,27.0,29.169
Q9AFG9,37.0,36.38035
Q381M1,27.0,29.61625
Q8RQD1,30.0,30.713
O08348,28.0,30.342
P0A0Y1,28.0,29.6148571429
Q8PC55,28.0,30.1439
Q8PC56,28.0,30.73975
Q58517,37.0,48.06775
Q4QE75,25.0,27.5923333333
D3YBH2,37.0,35.2608
Q6ARU5,30.0,32.6120833333
Q9KPJ7,20.0,24.85475
A8A8J4,70.0,72.7293333333
P81409,78.0,73.63
P13382,37.0,36.1178166667
P95690,65.0,65.5928333333
Q07635,49.0,55.028
A0SXL5,74.0,73.0516
K4Q1U9,50.0,56.2061666667
P06961,37.0,36.326
Q8U1Z6,80.0,79.0216666667
Q1AWQ0,80.0,71.8380119048
Q9ZAE1,65.0,66.59975
P12282,22.0,25.5616666667
A0A0S3WYP3,37.0,36.1001666667
C7GP37,37.0,34.9638333333
Q8GQP8,37.0,36.3659
P95980,37.0,47.813
Q975F9,80.0,79.721
Q975F9,80.0,79.721
Q975F9,80.0,79.721
Q975F9,80.0,79.721
P06197,22.0,28.4884166667
C4TGF1,37.0,40.121
Q58653,37.0,46.142
D0U690,20.0,25.8123333333
Q9X1N5,65.0,62.6027777778
Q8U1Z6,80.0,79.0216666667
P0AC78,37.0,35.674
P9WMW5,37.0,36.478
O27106,60.0,62.3347333333
O27726,60.0,61.9929166667
Q7LXU6,80.0,74.1074166667
P75785,37.0,37.7036666667
Q5APF3,22.0,26.5659
Q4QCW3,37.0,36.2113333333
P23830,35.0,35.8266666667
Q9GN79,25.0,27.7503333333
Q4Q0M0,30.0,31.0405
Q6LXJ6,37.0,36.1945714286
D4GYV5,65.0,62.2
Q386Y7,25.0,28.0215
B3EY95,30.0,28.278797619
O28511,70.0,72.0814047619
D0EPY0,50.0,44.919
G3JWZ2,50.0,53.1685
Q840T2,37.0,38.3585
Q8KT44,30.0,32.9059
Q8KWI9,37.0,38.0938333333
Q8VU79,30.0,31.435
Q3HWU8,62.0,53.7305
Q8NKS0,80.0,79.0465
B5THG6,40.0,39.0575833333
M5DDN2,80.0,76.039
Q97VU2,70.0,76.33125
Q97VW1,75.0,74.1584166667
D1A2H1,58.0,56.608
D1A9G5,58.0,56.9694
Q75NT4,45.0,45.415
Q2TFW1,25.0,31.8644166667
Q5FSJ2,40.0,39.886
Q7WZT5,53.0,47.4733333333
Q9LAH7,38.0,37.485
F9UMI7,40.0,40.77545
Q4J6Z8,25.0,31.074
B5BLW5,94.0,91.1065
B3Y018,40.0,40.32575
Q0K9H3,30.0,34.3783333333
V5YT97,50.0,44.378
Q4J6Z8,25.0,31.074
Q97VT7,25.0,35.8848333333
O28511,75.0,72.0814047619
A7UM95,35.0,34.3755833333
Q8RJP5,45.0,43.0133333333
A0EJ12,70.0,57.98775
A9QXC9,40.0,43.046
Q4JL88,70.0,60.3296666667
Q8NIN8,39.0,38.8396666667
Q3T5M2,40.0,46.2854
Q9L6D3,55.0,52.4484
P77909,37.0,36.88175
Q7LST4,46.0,44.5476666667
Q3IF07,40.0,38.7421666667
A8QYB2,30.0,31.8729357143
Q9KJG6,35.0,34.92
Q670W0,20.0,28.1686666667
Q8TZJ1,66.0,67.4465
Q8U3I6,70.0,71.33675
P61872,37.0,37.6985
Q2QFX1,37.0,38.8574
Q0MVP2,37.0,39.3746666667
Q84EK3,37.0,37.17175
Q2TPV1,37.0,37.18675
Q9F0Q9,42.0,41.8516
Q93J06,38.0,38.711
Q9S2A5,38.0,39.34
Q47RJ6,60.0,56.3775
Q47RJ7,60.0,56.761
I0CKV2,40.0,41.2694011905
I0CKV3,40.0,37.5163333333
Q3HRV6,40.0,40.707
Q872L3,43.0,42.0225
Q872L4,43.0,42.1096666667
Q9P8F7,39.0,38.7235
K0J3J2,50.0,48.0306
Q6KBS7,22.0,26.5695
H2EIY3,37.0,37.10775
Q8RR52,45.0,43.097
Q6UV28,37.0,40.6896333333
M1JUH6,40.0,39.297
Q9WXT2,100.0,88.8005
A7YN26,60.0,53.4094333333
B9WPN8,74.0,73.0631666667
Q7Z8L3,40.0,41.399
Q8TZI9,70.0,69.3828571429
Q5JIE9,85.0,80.2121666667
Q75P26,45.0,44.81325
E0RVY7,37.0,36.7145
Q8RBF4,60.0,61.0006666667
Q8GH59,37.0,39.0098333333
Q09IZ4,40.0,41.3655
Q8WZI8,40.0,42.3146666667
A0A068FNL1,50.0,46.7889702381
Q0CBM7,45.0,46.7889702381
F9UM18,34.0,36.89765
Q9HGR3,55.0,50.31625
Q3V6C9,50.0,46.665
V6BP73,50.0,44.107
Q3IL66,20.0,27.7881666667
A7EQQ8,37.0,37.744
E9LVH8,25.0,32.7575
E9LVH9,25.0,32.544
A0A8W8,65.0,57.41625
C7A621,37.0,37.63725
P12625,35.0,40.5145
Q84C08,35.0,37.9975
Q5Y152,43.0,40.324
Q6PLI2,40.0,39.167
Q97VU2,85.0,76.33125
A3FJ64,28.0,34.0976357143
Q7B8C0,37.0,36.926
Q7B8C1,37.0,36.926
Q7B8C2,37.0,36.926
Q7B8C3,37.0,34.0976357143
Q7B8C4,37.0,36.926
Q7B8C5,37.0,34.0976357143
Q8KI79,37.0,36.926
Q8KTW4,37.0,36.5097142857
Q8KTW5,37.0,36.7923
Q8KTW7,37.0,36.3023571429
Q8KTW8,37.0,36.4495666667
Q8KTW9,37.0,36.9047666667
Q8KTX0,37.0,36.4885071429
Q8KTX1,37.0,35.3845071429
Q8RJA0,28.0,31.046675
Q8RPW5,28.0,30.75545
Q8RPW6,28.0,30.468925
C6L862,37.0,36.315
D2D3B6,25.0,28.589
Q9V2R8,37.0,48.872
Q97WI2,37.0,47.7396833333
Q53VZ1,60.0,60.629
Q38DE2,24.0,27.61375
Q9V076,80.0,77.9846666667
Q4J6E1,65.0,69.203225
Q980D0,65.0,66.2644285714
Q5JH57,65.0,68.1685
P0AGG2,25.0,26.242
Q93CG9,25.0,30.6085
P41903,30.0,31.041
P0A8Z0,25.0,30.4185
P0AGG2,25.0,26.242
P44886,25.0,27.96325
P41903,30.0,31.041
D3JV05,30.0,32.0285714286
Q81DR3,37.0,35.6051666667
Q581U6,25.0,28.749
Q6KF36,25.0,28.5478
G8ZFZ3,85.0,79.1653333333
Q5JI33,75.0,71.1311666667
Q49422,38.0,36.5835
E7FHX4,60.0,61.2240833333
Q7LXU0,60.0,61.20325
Q97YX6,60.0,60.09715
P44443,30.0,31.5523333333
Q9YET5,50.0,58.3473333333
O29634,30.0,43.1710833333
P0A7Y4,30.0,33.1693
P10442,45.0,41.242
Q6L6Q4,70.0,64.461
Q9X122,30.0,43.5235238095
B1Q4S7,70.0,60.497
A8WEG4,65.0,63.2733
B0R9W3,29.0,34.6865
Q9UZV2,70.0,67.8388
Q153J0,78.0,75.073
D3GGN3,45.0,44.9148
Q1W5Y8,65.0,54.8390333333
Q88M11,45.0,40.494
P0A9C9,37.0,36.985
P21437,37.0,34.809
Q8TZH9,100.0,87.2106666667
P36136,30.0,32.0174166667
F9VMT6,48.0,57.1893333333
Q8NKR9,95.0,85.555
G4RK44,80.0,78.6735
Q7WUI6,70.0,66.2600666667
S5FT07,30.0,31.528
S5FU55,30.0,31.4325
Q4JAD1,70.0,69.9515
Q4JB88,70.0,70.5094166667
P19881,37.0,37.549
P0AE22,37.0,38.2648333333
P26093,25.0,32.7971666667
A9XDF5,37.0,37.056
A9XED1,37.0,37.0065
A9XED2,37.0,37.06
A9XED3,37.0,37.106
A9XED4,37.0,37.006
P24031,37.0,38.9285
B3EWC6,50.0,49.2965
Q6FBP5,30.0,32.0591
B3VPB3,50.0,50.3558
O93838,57.0,56.3346
P34752,57.0,53.9211571429
O00085,70.0,66.3017333333
Q8KTX7,65.0,62.6423333333
B1GSN6,46.0,43.225
Q003Y3,55.0,47.038
C4B6T1,50.0,47.25
P07102,48.0,46.2399
Q6RK08,37.0,45.2879428571
H9TUK5,65.0,62.14925
Q96VF5,43.0,43.4845
Q000T0,55.0,52.9086285714
H9TUK6,55.0,54.3735
Q7CIZ7,46.0,50.0024928571
B4X9S4,46.0,49.8126571429
P42941,37.0,35.4515
Q8L1N9,55.0,56.4671666667
Q6MNP0,50.0,44.40875
Q72JF6,75.0,71.7731
P40025,37.0,35.8295
Q2VPS0,90.0,81.5725
Q9HTR2,37.0,37.8845
B3VPB3,50.0,50.3558
O93838,57.0,56.3346
P34752,51.0,53.9211571429
Q6T9Z6,55.0,53.35715
O00085,70.0,66.3017333333
A4UU76,60.0,55.839
Q8KTX7,65.0,62.6423333333
F1DH12,55.0,48.164
H9C9P0,50.0,46.238
O31097,37.0,39.34
P42094,37.0,40.8633333333
Q84B22,46.0,43.784
Q93GB6,37.0,39.119
Q9F657,37.0,39.8896666667
Q6RK08,55.0,45.2879428571
H9TUK5,65.0,62.14925
Q6YNE9,37.0,41.7726666667
Q6U677,45.0,46.439
Q6YNE9,55.0,48.3566666667
D3HIF3,65.0,57.235125
D9D7K9,50.0,47.7296571429
H9TUK6,55.0,54.3735
Q7CIZ7,55.0,50.0024928571
B4X9S4,55.0,49.8126571429
P9WIC6,37.0,38.27
O31667,25.0,29.015
Q7UIS7,40.0,37.122
P13717,37.0,37.7606666667
Q7A6P2,45.0,41.9614047619
Q3ZTU7,25.0,27.9258333333
Q9TZN8,30.0,30.849
P53052,37.0,37.959
Q5ZZJ8,37.0,36.579
P06961,37.0,36.326
Q53728,30.0,32.6095
Q9HV27,30.0,33.108
Q9HWS0,30.0,31.204
Q9HX69,23.0,27.0419166667
Q8EJM6,30.0,31.8075
D4P095,25.0,28.9653333333
Q58247,70.0,67.94975
Q5W503,65.0,53.778
B5BLW5,94.0,91.1065
O29675,75.0,70.2453333333
Q97WW0,50.0,55.7507619048
G8YXZ9,95.0,86.7305
A4ZV25,43.0,45.1983333333
K4L7X3,30.0,30.5635
P06278,44.0,43.354
P20845,60.0,53.3921666667
A8VWC5,65.0,59.182
B8Y1H0,60.0,54.0525
P06279,80.0,71.4449333333
L8B068,41.0,43.921
P29957,29.0,35.84175
Q47R94,72.0,65.2935
B5ARZ9,75.0,73.105
Q9AF93,37.0,36.6718333333
C0JP82,34.0,35.283
C0JP83,34.0,35.7722
P0CW40,42.0,41.6688333333
P40884,42.0,42.41
P53051,39.0,40.223
Q08295,42.0,41.4053333333
Q9Z4P9,50.0,47.2705
Q6RUF5,37.0,38.2605
C0HJE3,35.0,38.9879285714
A5FBI1,60.0,53.29825
A8F6K5,58.0,61.537
Q8J0Q0,37.0,37.7325
A0A0A0Q4S7,50.0,49.621
Q97DP6,37.0,36.5471666667
Q97LM4,37.0,36.79375
A0A0A0V7L5,40.0,39.602
A9P7F5,50.0,49.956
A9P7F6,50.0,49.995
A9P7F7,50.0,49.956
A9P7F8,50.0,49.737
A9P7G0,50.0,49.674
A9P7G1,50.0,49.801
A9P7G2,50.0,49.837
A9P7G3,50.0,49.7366666667
X5CPN2,40.0,40.1061666667
P19531,53.0,56.8948333333
G8N704,80.0,77.164
A3DM60,100.0,87.6436666667
Q9AIV2,55.0,54.281
Q9ZAP8,50.0,46.7463333333
A1XM14,50.0,48.8401666667
A7M022,37.0,37.9305
A0A0A0V7L5,40.0,39.602
A3LY17,60.0,54.906
P96105,80.0,76.902
Q25BN2,42.0,42.4045
A5A699,50.0,51.7852559524
B7UB89,53.0,51.4735714286
Q1EM71,55.0,51.7852559524
A5YRG4,55.0,52.8406666667
Q06HA3,45.0,42.792
B3GGC7,60.0,53.888
F8WSQ0,46.0,47.19075
F8WSQ1,46.0,46.49
F8WSQ2,46.0,46.208
F8WSQ3,46.0,46.9069166667
F8WSQ4,46.0,46.5361666667
Q75ZW9,60.0,54.2635
Q9CE95,22.0,30.07775
B1VBB0,28.0,33.462
Q5YLC0,37.0,39.1879166667
E5FGC5,55.0,49.1635
P48827,48.0,45.9815
Q12713,48.0,47.0878333333
Q25BT4,40.0,41.7679166667
B3TLD6,30.0,34.813
A0A024QYS6,60.0,55.6408333333
P95867,73.0,72.16825
I3WU34,50.0,48.772
A0A061M1M5,40.0,43.7321666667
B6F260,30.0,37.28675
A8YPP2,45.0,44.01425
A8YPP3,45.0,43.8665
Q6TA03,55.0,49.812
O59925,37.0,39.59
P47180,45.0,45.059
F5B9B9,45.0,44.917
A1XP58,55.0,53.1333333333
Q82K30,58.0,54.519
Q82M04,58.0,55.298
H8F9Y0,40.0,39.704
A1A048,40.0,39.9561666667
E3W9G3,50.0,48.5753333333
Q7S2S4,50.0,48.778
Q56F26,60.0,55.3575
Q76HN4,80.0,78.39625
D2DMF3,37.0,37.8246666667
Q8KKF9,37.0,38.963
O31521,30.0,33.7726666667
Q55FE6,45.0,45.9323333333
F0ZJZ1,55.0,52.2786666667
B3PBD9,25.0,30.9976666667
D7GXF9,30.0,35.975
D7GXG0,30.0,33.7393333333
Q8AAK9,40.0,38.054
Q9EZV6,37.0,37.283
Q9EZV7,37.0,37.7436666667
C6XY24,30.0,32.896
C6Y0D8,30.0,34.88
C6Y1N7,30.0,33.9403333333
Q8DR77,34.0,36.22675
Q9A0T3,34.0,35.9833333333
F7J1C8,48.0,46.6919166667
E8MGH8,38.0,38.8204166667
P36924,37.0,39.6388333333
P06547,40.0,42.3401666667
Q9RM92,50.0,47.0258333333
A2QJF7,60.0,48.4390988095
P56526,37.0,48.4390988095
Q2V621,37.0,37.31475
E1CJT1,50.0,47.8442
Q6L2X4,87.0,78.3961666667
Q9C0Y4,35.0,38.4411833333
Q4J9M3,98.0,89.9968333333
P0CD66,85.0,82.5391666667
F9VPH0,88.0,81.92625
O33830,90.0,84.9402666667
Q7PC53,37.0,40.5316666667
Q9UWR7,85.0,84.1726666667
Q9UWR7,85.0,84.1726666667
Q9AJS0,70.0,65.746
Q9P8F4,70.0,60.8351666667
A4XIG7,70.0,70.2015
A1C3J9,40.0,39.2793333333
Q6QGY5,40.0,39.494
A5A4M8,70.0,59.1165
Q9AT27,50.0,46.42
E7FHY4,85.0,88.2232261905
Q97UH8,65.0,67.5393333333
A1S0B1,90.0,80.6198095238
Q9HIL6,90.0,79.0928333333
A5IL97,85.0,82.8135833333
Q0GA07,83.0,78.1713333333
I6TNE2,45.0,43.721
Q2XQ11,50.0,44.8713333333
Q6IYF5,50.0,44.865
Q97U94,90.0,83.3718571429
G2RGW4,70.0,59.729
Q0R5R5,68.0,64.74125
P29853,65.0,58.4354166667
A3FFK4,55.0,52.3663333333
O52847,55.0,51.83025
P00723,37.0,37.7146666667
Q6QTF4,37.0,37.6206666667
A0SWS3,55.0,50.378
A0SWS4,55.0,49.3925
Q1G9Z4,43.0,41.4533333333
Q19R71,53.0,47.8415
Q19R72,53.0,48.885
P81650,48.0,45.4306666667
E7FHC0,90.0,86.9923333333
Q6L2X5,70.0,69.3303333333
Q0ZR36,39.0,37.871
O33833,37.0,49.606
B8YJM2,68.0,61.2728
A1YQE2,55.0,47.665
A9XE63,30.0,36.7588166667
O42783,30.0,33.749
B6ZIV1,37.0,37.188
A1XBT9,88.0,83.052
E2GDF4,60.0,54.0362
Q9A613,40.0,41.246
Q0H9W2,65.0,58.6213833333
Q6KYX5,70.0,67.8603333333
Q9AHJ8,65.0,56.786
Q7SFB0,45.0,45.5633333333
Q6W7J7,37.0,38.8008
Q97UI1,75.0,74.0830833333
B9K760,85.0,82.41365
A0A023J5W7,70.0,62.1948666667
O00089,60.0,55.7099
Q2URT3,30.0,34.8449
A0A0A0R2Z1,50.0,49.535
Q97UI4,83.0,76.147
A2ICH1,65.0,65.7675
P94804,22.0,30.1273333333
G9M5R4,50.0,47.7876666667
A5IL44,91.0,83.1711666667
G0L5X4,39.0,39.934
A0A0F7TAS1,80.0,72.9905
A0A0N7E7X2,60.0,54.3933333333
O74705,70.0,60.6481666667
A8D0T0,50.0,50.932
B7UAM4,63.0,57.789
P10474,85.0,83.7725714286
Q3ZMA8,60.0,56.72
O65987,40.0,41.03175
Q9AQF4,40.0,40.79825
Q9LAJ2,40.0,41.0728333333
Q9RGE6,40.0,41.265
Q9LCC5,40.0,41.0938333333
A7E948,50.0,49.985
Q97YG7,95.0,90.4648234127
G4FFR3,85.0,81.9016833333
Q9PF60,65.0,56.713625
C4PG45,55.0,49.405
C4PG47,55.0,49.827
Q9HHB0,85.0,81.857
I3WU34,50.0,48.772
O30772,105.0,93.0145
Q4J9M2,100.0,90.6402674603
C5IGQ7,70.0,69.2837619048
C0LLG9,80.0,78.9743333333
Q6UVM5,40.0,38.7466666667
A2QL72,55.0,51.8125
G5D7B5,53.0,51.224
Q8XM24,50.0,46.441
Q9CFI2,37.0,38.575
P96155,38.0,36.8911666667
Q5BLZ6,58.0,57.32
Q8TZP8,85.0,79.7716666667
Q5JJ59,65.0,69.5953
D6QST5,50.0,49.8225
Q2UIM2,45.0,46.3470833333
Q6RKQ1,55.0,51.9365833333
Q2MJP5,60.0,51.3223333333
P94531,51.0,46.7253333333
P94552,55.0,49.081
Q45071,45.0,45.4551666667
E7CY70,57.0,49.902
Q841V6,45.0,43.1073
Q9XBQ3,40.0,46.9322857143
A0A0A0R2Z1,50.0,49.535
B5MGR0,50.0,46.6476666667
B5MGR1,50.0,48.7211666667
B5MGR2,40.0,43.98475
E2GHW5,37.0,40.74
Q82P90,45.0,43.6295833333
Q9WYB7,80.0,77.5213333333
A5IKD0,70.0,70.484
O00105,25.0,32.5885833333
H6UWP3,60.0,54.0026666667
A7L6C9,40.0,41.0825
Q84GK1,60.0,57.3864166667
Q8GMY0,45.0,48.41025
A8CGP1,40.0,43.5309345238
H1AE12,33.0,32.992
Q65GW7,50.0,46.8893333333
W8GV60,35.0,38.1376666667
Q43998,30.0,34.3897
Q5W9U0,30.0,34.938
P28999,50.0,48.29395
Q5FMB7,39.0,39.4935
Q2HWU5,37.0,37.328
Q99040,37.0,37.2705
K7XFI7,65.0,59.2711666667
A8CGP1,45.0,43.5309345238
G0YW23,60.0,57.6784166667
P04957,50.0,47.933
K0A689,40.0,43.29825
Q21KE5,30.0,34.79875
G0L5X4,39.0,39.934
Q53EH2,50.0,45.191
F8WPI4,55.0,51.8418333333
Q00012,50.0,50.28175
A2R6F5,50.0,48.0245333333
B6V876,80.0,67.7783333333
Q0IJR6,60.0,54.2615
Q49HI4,58.0,52.7656666667
D0UHB3,55.0,50.8096666667
B5LX62,50.0,50.6217142857
D0UH99,70.0,62.8415
O05512,60.0,56.56
P49425,85.0,82.7085
A5IMX7,87.0,81.535
Q8P9S0,37.0,37.4853333333
F5CI28,50.0,49.80485
M4QNR9,80.0,64.9015
Q5EFR9,50.0,47.9665
Q45VU2,60.0,57.012452381
A1XM14,50.0,48.8401666667
T2M1V1,55.0,51.15
Q6UN40,37.0,45.128
Q8J1V6,70.0,61.4976666667
I6Z823,73.0,66.2930833333
I6Z9A7,73.0,67.5405238095
I7A603,73.0,67.0745833333
A0A067XRW0,60.0,50.835
A0A0A0R2Z1,50.0,49.535
B1A3N2,60.0,52.67505
E3WF08,35.0,34.6746666667
Q8RJN8,25.0,30.948
P35809,50.0,50.683
Q9X584,60.0,54.4158333333
Q8CJQ1,60.0,55.5531666667
A7TVD4,60.0,55.4505
Q97YG7,90.0,90.4648234127
Q56265,55.0,56.7631
O74641,55.0,51.067125
Q6F4N4,53.0,51.68335
E7FKF4,55.0,50.9435
W8QF82,40.0,48.5025
P17411,36.0,35.3695
Q1JK37,37.0,38.735
Q65CX5,40.0,41.6555
B5MGR3,40.0,42.26445
Q9X0S8,90.0,82.86675
A4XIF7,83.0,83.7725714286
P10474,85.0,83.7725714286
A3F8V2,60.0,55.138
A7WNU1,65.0,60.0799166667
I1SB08,45.0,45.7424166667
Q5S1P9,35.0,40.4605
W8P6D0,42.0,42.768
G2QXZ9,55.0,51.24225
Q7X0Z0,55.0,49.716
G5ELM1,55.0,48.657
Q3T552,60.0,53.4426666667
Q8XMJ5,60.0,53.0495
Q833X5,45.0,43.667
Q65GB9,55.0,51.5705
Q65L63,55.0,52.8264047619
B3EYM8,40.0,47.8078666667
V5LER1,40.0,43.399
Q5H7M8,50.0,48.5516333333
A5IKD4,73.0,73.2185
T1WFD0,60.0,54.4453333333
Q8NMD5,45.0,41.846
Q51723,95.0,88.2232261905
A7UHH1,80.0,74.493
P9WJN3,37.0,36.449
A7UHH1,80.0,74.493
P50465,37.0,36.4106
Q9RWH9,37.0,37.0640833333
Q8ZXE0,70.0,70.219
Q8ZYS2,70.0,69.0031666667
Q8U144,80.0,73.6172333333
Q9HKW6,60.0,61.2192
Q5SJG5,37.0,45.5355
A5U6Y7,37.0,36.7395333333
Q04179,37.0,36.4463333333
Q0PC20,25.0,29.0795
Q56685,30.0,33.244
Q9F0R5,30.0,34.3223333333
O29876,55.0,55.9958214286
Q8FRJ4,40.0,38.6395
P50251,88.0,81.5158666667
A0A077AY47,60.0,58.731
Q9UR30,37.0,36.086
Q95V75,37.0,36.371
Q7KF27,37.0,36.243
Q4A9M4,37.0,36.8705
Q4DZJ3,49.0,44.165
P25152,30.0,30.7715
P24828,60.0,58.4986666667
Q8RLK7,37.0,36.851
Q01693,25.0,31.3718
Q8TZW4,100.0,90.0244166667
P9WK19,37.0,38.293
P9WK21,46.0,42.717
G7H7Y1,40.0,38.7905
Q8YG38,40.0,37.987
Q2U9Z9,50.0,44.558
Q2UPZ7,50.0,43.0011
Q5WA30,37.0,38.125
C6L823,30.0,32.6913333333
M4MBM1,32.0,34.325
